,Reaction Type,Datetime,Content Type,Content ID,Category,Sentiment,Score,,,,
232,love,02-08-2020 21:20,GIF,5118e9c5-1377-4cc5-a486-65b35b7b7b76,science,positive,65,,,,
233,scared,31-10-2020 21:46,GIF,5118e9c5-1377-4cc5-a486-65b35b7b7b76,science,negative,15,,,,
234,heart,12-10-2020 09:40,GIF,5118e9c5-1377-4cc5-a486-65b35b7b7b76,science,positive,60,,,,
235,want,12-12-2020 12:22,GIF,5118e9c5-1377-4cc5-a486-65b35b7b7b76,science,positive,70,,,,
236,like,09-01-2021 16:37,GIF,5118e9c5-1377-4cc5-a486-65b35b7b7b76,science,positive,50,,,,
237,hate,23-08-2020 04:39,GIF,5118e9c5-1377-4cc5-a486-65b35b7b7b76,science,negative,5,,,,
238,love,22-12-2020 04:20,GIF,5118e9c5-1377-4cc5-a486-65b35b7b7b76,science,positive,65,,,,
239,disgust,07-11-2020 08:49,GIF,5118e9c5-1377-4cc5-a486-65b35b7b7b76,science,negative,0,,,,
240,adore,17-04-2021 22:45,GIF,5118e9c5-1377-4cc5-a486-65b35b7b7b76,science,positive,72,,,,
241,scared,21-04-2021 00:21,GIF,5118e9c5-1377-4cc5-a486-65b35b7b7b76,science,negative,15,,,,
242,intrigued,19-07-2020 10:33,GIF,5118e9c5-1377-4cc5-a486-65b35b7b7b76,science,positive,45,,,,
243,intrigued,06-07-2020 02:08,GIF,5118e9c5-1377-4cc5-a486-65b35b7b7b76,science,positive,45,,,,
244,love,26-03-2021 05:42,GIF,5118e9c5-1377-4cc5-a486-65b35b7b7b76,science,positive,65,,,,
245,cherish,13-09-2020 11:24,GIF,0be59876-d70c-486c-8e0b-a06bef7a2cd6,tennis,positive,70,,,,
246,worried,28-01-2021 21:06,GIF,0be59876-d70c-486c-8e0b-a06bef7a2cd6,tennis,negative,12,,,,
247,indifferent,20-01-2021 01:15,GIF,0be59876-d70c-486c-8e0b-a06bef7a2cd6,tennis,neutral,20,,,,
248,super love,03-09-2020 01:15,GIF,0be59876-d70c-486c-8e0b-a06bef7a2cd6,tennis,positive,75,,,,
249,worried,09-01-2021 10:46,GIF,0be59876-d70c-486c-8e0b-a06bef7a2cd6,tennis,negative,12,,,,
250,indifferent,19-09-2020 22:29,GIF,0be59876-d70c-486c-8e0b-a06bef7a2cd6,tennis,neutral,20,,,,
251,super love,29-05-2021 07:21,GIF,0be59876-d70c-486c-8e0b-a06bef7a2cd6,tennis,positive,75,,,,
252,worried,15-05-2021 19:04,GIF,0be59876-d70c-486c-8e0b-a06bef7a2cd6,tennis,negative,12,,,,
253,intrigued,15-08-2020 12:27,GIF,0be59876-d70c-486c-8e0b-a06bef7a2cd6,tennis,positive,45,,,,
254,disgust,31-03-2021 15:51,GIF,0be59876-d70c-486c-8e0b-a06bef7a2cd6,tennis,negative,0,,,,
255,peeking,15-02-2021 03:32,GIF,0be59876-d70c-486c-8e0b-a06bef7a2cd6,tennis,neutral,35,,,,
256,scared,29-03-2021 19:03,GIF,0be59876-d70c-486c-8e0b-a06bef7a2cd6,tennis,negative,15,,,,
257,scared,29-07-2020 10:40,GIF,0be59876-d70c-486c-8e0b-a06bef7a2cd6,tennis,negative,15,,,,
258,hate,08-05-2021 13:47,GIF,0be59876-d70c-486c-8e0b-a06bef7a2cd6,tennis,negative,5,,,,
259,heart,06-11-2020 02:36,GIF,0be59876-d70c-486c-8e0b-a06bef7a2cd6,tennis,positive,60,,,,
260,super love,25-07-2020 16:31,GIF,0be59876-d70c-486c-8e0b-a06bef7a2cd6,tennis,positive,75,,,,
261,worried,04-12-2020 00:56,GIF,0be59876-d70c-486c-8e0b-a06bef7a2cd6,tennis,negative,12,,,,
262,super love,22-09-2020 02:08,GIF,0be59876-d70c-486c-8e0b-a06bef7a2cd6,tennis,positive,75,,,,
263,hate,05-07-2020 05:50,GIF,0be59876-d70c-486c-8e0b-a06bef7a2cd6,tennis,negative,5,,,,
264,want,20-10-2020 12:11,GIF,0be59876-d70c-486c-8e0b-a06bef7a2cd6,tennis,positive,70,,,,
265,heart,11-01-2021 06:02,GIF,0be59876-d70c-486c-8e0b-a06bef7a2cd6,tennis,positive,60,,,,
266,want,28-02-2021 07:51,GIF,0be59876-d70c-486c-8e0b-a06bef7a2cd6,tennis,positive,70,,,,
267,intrigued,06-12-2020 13:45,GIF,0be59876-d70c-486c-8e0b-a06bef7a2cd6,tennis,positive,45,,,,
268,peeking,05-05-2021 09:54,GIF,0be59876-d70c-486c-8e0b-a06bef7a2cd6,tennis,neutral,35,,,,
269,interested,27-08-2020 18:36,GIF,0be59876-d70c-486c-8e0b-a06bef7a2cd6,tennis,positive,30,,,,
270,heart,15-10-2020 01:29,GIF,0be59876-d70c-486c-8e0b-a06bef7a2cd6,tennis,positive,60,,,,
271,peeking,15-01-2021 11:33,GIF,0be59876-d70c-486c-8e0b-a06bef7a2cd6,tennis,neutral,35,,,,
272,intrigued,01-03-2021 20:26,GIF,0be59876-d70c-486c-8e0b-a06bef7a2cd6,tennis,positive,45,,,,
273,peeking,28-11-2020 02:11,GIF,0be59876-d70c-486c-8e0b-a06bef7a2cd6,tennis,neutral,35,,,,
274,heart,26-06-2020 19:05,GIF,0be59876-d70c-486c-8e0b-a06bef7a2cd6,tennis,positive,60,,,,
275,cherish,30-12-2020 13:37,GIF,0be59876-d70c-486c-8e0b-a06bef7a2cd6,tennis,positive,70,,,,
276,super love,14-02-2021 21:15,GIF,0be59876-d70c-486c-8e0b-a06bef7a2cd6,tennis,positive,75,,,,
277,cherish,27-03-2021 20:07,GIF,0be59876-d70c-486c-8e0b-a06bef7a2cd6,tennis,positive,70,,,,
278,dislike,23-08-2020 07:38,GIF,0be59876-d70c-486c-8e0b-a06bef7a2cd6,tennis,negative,10,,,,
279,heart,09-11-2020 08:23,GIF,0be59876-d70c-486c-8e0b-a06bef7a2cd6,tennis,positive,60,,,,
280,hate,12-05-2021 20:45,GIF,0be59876-d70c-486c-8e0b-a06bef7a2cd6,tennis,negative,5,,,,
281,hate,15-04-2021 13:23,GIF,0be59876-d70c-486c-8e0b-a06bef7a2cd6,tennis,negative,5,,,,
282,peeking,16-08-2020 22:58,GIF,0be59876-d70c-486c-8e0b-a06bef7a2cd6,tennis,neutral,35,,,,
283,disgust,11-09-2020 16:22,GIF,0be59876-d70c-486c-8e0b-a06bef7a2cd6,tennis,negative,0,,,,
284,intrigued,13-04-2021 01:43,GIF,0be59876-d70c-486c-8e0b-a06bef7a2cd6,tennis,positive,45,,,,
285,cherish,13-12-2020 15:59,GIF,0be59876-d70c-486c-8e0b-a06bef7a2cd6,tennis,positive,70,,,,
286,dislike,03-12-2020 08:08,GIF,0be59876-d70c-486c-8e0b-a06bef7a2cd6,tennis,negative,10,,,,
287,disgust,13-10-2020 16:31,GIF,0be59876-d70c-486c-8e0b-a06bef7a2cd6,tennis,negative,0,,,,
288,want,04-12-2020 10:04,GIF,0be59876-d70c-486c-8e0b-a06bef7a2cd6,tennis,positive,70,,,,
289,peeking,25-01-2021 11:00,GIF,0be59876-d70c-486c-8e0b-a06bef7a2cd6,tennis,neutral,35,,,,
290,hate,04-05-2021 19:40,GIF,0be59876-d70c-486c-8e0b-a06bef7a2cd6,tennis,negative,5,,,,
291,disgust,23-07-2020 19:31,GIF,0be59876-d70c-486c-8e0b-a06bef7a2cd6,tennis,negative,0,,,,
292,love,06-01-2021 06:08,video,81abd65a-3b76-4574-a0a7-db6bf7184ae2,food,positive,65,,,,
293,worried,21-10-2020 03:48,video,81abd65a-3b76-4574-a0a7-db6bf7184ae2,food,negative,12,,,,
294,worried,23-02-2021 22:36,video,81abd65a-3b76-4574-a0a7-db6bf7184ae2,food,negative,12,,,,
295,super love,26-01-2021 01:00,video,81abd65a-3b76-4574-a0a7-db6bf7184ae2,food,positive,75,,,,
296,peeking,18-12-2020 14:07,video,81abd65a-3b76-4574-a0a7-db6bf7184ae2,food,neutral,35,,,,
297,indifferent,23-05-2021 23:27,video,81abd65a-3b76-4574-a0a7-db6bf7184ae2,food,neutral,20,,,,
298,worried,31-10-2020 03:17,video,81abd65a-3b76-4574-a0a7-db6bf7184ae2,food,negative,12,,,,
299,indifferent,20-02-2021 20:02,video,81abd65a-3b76-4574-a0a7-db6bf7184ae2,food,neutral,20,,,,
300,super love,28-10-2020 13:14,video,81abd65a-3b76-4574-a0a7-db6bf7184ae2,food,positive,75,,,,
301,peeking,30-08-2020 00:08,video,81abd65a-3b76-4574-a0a7-db6bf7184ae2,food,neutral,35,,,,
302,disgust,08-12-2020 13:12,video,81abd65a-3b76-4574-a0a7-db6bf7184ae2,food,negative,0,,,,
303,scared,04-11-2020 21:06,video,81abd65a-3b76-4574-a0a7-db6bf7184ae2,food,negative,15,,,,
304,scared,24-08-2020 13:48,video,81abd65a-3b76-4574-a0a7-db6bf7184ae2,food,negative,15,,,,
305,disgust,05-01-2021 13:15,video,81abd65a-3b76-4574-a0a7-db6bf7184ae2,food,negative,0,,,,
306,adore,28-02-2021 09:21,video,81abd65a-3b76-4574-a0a7-db6bf7184ae2,food,positive,72,,,,
307,dislike,22-09-2020 04:09,video,81abd65a-3b76-4574-a0a7-db6bf7184ae2,food,negative,10,,,,
308,disgust,08-11-2020 02:43,video,81abd65a-3b76-4574-a0a7-db6bf7184ae2,food,negative,0,,,,
309,love,26-10-2020 11:48,video,81abd65a-3b76-4574-a0a7-db6bf7184ae2,food,positive,65,,,,
310,heart,04-11-2020 14:58,video,81abd65a-3b76-4574-a0a7-db6bf7184ae2,food,positive,60,,,,
311,love,31-05-2021 01:24,video,81abd65a-3b76-4574-a0a7-db6bf7184ae2,food,positive,65,,,,
312,peeking,07-03-2021 06:31,video,81abd65a-3b76-4574-a0a7-db6bf7184ae2,food,neutral,35,,,,
313,intrigued,17-06-2021 23:27,video,81abd65a-3b76-4574-a0a7-db6bf7184ae2,food,positive,45,,,,
314,intrigued,27-07-2020 23:54,video,81abd65a-3b76-4574-a0a7-db6bf7184ae2,food,positive,45,,,,
315,disgust,19-04-2021 01:45,video,81abd65a-3b76-4574-a0a7-db6bf7184ae2,food,negative,0,,,,
316,like,05-10-2020 13:55,video,81abd65a-3b76-4574-a0a7-db6bf7184ae2,food,positive,50,,,,
317,super love,28-09-2020 08:49,video,81abd65a-3b76-4574-a0a7-db6bf7184ae2,food,positive,75,,,,
318,dislike,25-02-2021 04:02,video,81abd65a-3b76-4574-a0a7-db6bf7184ae2,food,negative,10,,,,
319,heart,24-12-2020 22:31,video,81abd65a-3b76-4574-a0a7-db6bf7184ae2,food,positive,60,,,,
320,heart,15-06-2021 12:15,video,81abd65a-3b76-4574-a0a7-db6bf7184ae2,food,positive,60,,,,
321,dislike,03-05-2021 23:10,video,81abd65a-3b76-4574-a0a7-db6bf7184ae2,food,negative,10,,,,
322,intrigued,12-02-2021 04:23,video,81abd65a-3b76-4574-a0a7-db6bf7184ae2,food,positive,45,,,,
323,adore,31-08-2020 00:39,video,81abd65a-3b76-4574-a0a7-db6bf7184ae2,food,positive,72,,,,
324,indifferent,11-01-2021 08:47,video,81abd65a-3b76-4574-a0a7-db6bf7184ae2,food,neutral,20,,,,
325,super love,02-08-2020 20:28,video,81abd65a-3b76-4574-a0a7-db6bf7184ae2,food,positive,75,,,,
326,disgust,18-10-2020 12:49,video,81abd65a-3b76-4574-a0a7-db6bf7184ae2,food,negative,0,,,,
327,peeking,28-03-2021 08:08,video,81abd65a-3b76-4574-a0a7-db6bf7184ae2,food,neutral,35,,,,
328,super love,11-02-2021 04:02,video,81abd65a-3b76-4574-a0a7-db6bf7184ae2,food,positive,75,,,,
329,heart,12-08-2020 23:43,video,81abd65a-3b76-4574-a0a7-db6bf7184ae2,food,positive,60,,,,
330,scared,07-01-2021 02:48,video,81abd65a-3b76-4574-a0a7-db6bf7184ae2,food,negative,15,,,,
331,interested,27-10-2020 03:58,video,81abd65a-3b76-4574-a0a7-db6bf7184ae2,food,positive,30,,,,
332,scared,19-02-2021 00:55,video,81abd65a-3b76-4574-a0a7-db6bf7184ae2,food,negative,15,,,,
333,super love,08-06-2021 10:45,video,81abd65a-3b76-4574-a0a7-db6bf7184ae2,food,positive,75,,,,
334,like,18-10-2020 04:17,video,81abd65a-3b76-4574-a0a7-db6bf7184ae2,food,positive,50,,,,
335,super love,05-11-2020 13:54,video,81abd65a-3b76-4574-a0a7-db6bf7184ae2,food,positive,75,,,,
336,intrigued,16-08-2020 12:12,video,81abd65a-3b76-4574-a0a7-db6bf7184ae2,food,positive,45,,,,
337,scared,14-10-2020 14:55,video,81abd65a-3b76-4574-a0a7-db6bf7184ae2,food,negative,15,,,,
338,peeking,01-04-2021 12:04,video,81abd65a-3b76-4574-a0a7-db6bf7184ae2,food,neutral,35,,,,
339,like,25-09-2020 06:17,video,81abd65a-3b76-4574-a0a7-db6bf7184ae2,food,positive,50,,,,
340,intrigued,03-03-2021 18:40,audio,e6ee2244-9382-49a9-8cbf-fa54aaaa2392,travel,positive,45,,,,
341,interested,30-10-2020 03:52,GIF,7ffd0a82-4a0a-4527-a4d6-e251b756bac7,fitness,positive,30,,,,
342,like,12-02-2021 05:48,GIF,7ffd0a82-4a0a-4527-a4d6-e251b756bac7,fitness,positive,50,,,,
343,disgust,08-02-2021 03:28,GIF,7ffd0a82-4a0a-4527-a4d6-e251b756bac7,fitness,negative,0,,,,
344,interested,02-04-2021 07:49,GIF,7ffd0a82-4a0a-4527-a4d6-e251b756bac7,fitness,positive,30,,,,
345,worried,30-06-2020 05:53,GIF,7ffd0a82-4a0a-4527-a4d6-e251b756bac7,fitness,negative,12,,,,
346,worried,22-10-2020 23:10,GIF,7ffd0a82-4a0a-4527-a4d6-e251b756bac7,fitness,negative,12,,,,
347,indifferent,16-06-2021 13:46,GIF,7ffd0a82-4a0a-4527-a4d6-e251b756bac7,fitness,neutral,20,,,,
348,cherish,10-08-2020 13:42,GIF,7ffd0a82-4a0a-4527-a4d6-e251b756bac7,fitness,positive,70,,,,
349,adore,26-07-2020 19:34,GIF,f332d362-dc48-46c2-a64b-641157c0987e,soccer,positive,72,,,,
350,interested,12-12-2020 15:31,GIF,f332d362-dc48-46c2-a64b-641157c0987e,soccer,positive,30,,,,
351,want,21-08-2020 15:22,GIF,f332d362-dc48-46c2-a64b-641157c0987e,soccer,positive,70,,,,
352,indifferent,31-05-2021 20:37,GIF,f332d362-dc48-46c2-a64b-641157c0987e,soccer,neutral,20,,,,
353,indifferent,14-02-2021 06:00,GIF,f332d362-dc48-46c2-a64b-641157c0987e,soccer,neutral,20,,,,
354,disgust,15-02-2021 20:35,GIF,f332d362-dc48-46c2-a64b-641157c0987e,soccer,negative,0,,,,
355,hate,08-09-2020 14:01,video,a2e93b29-9259-4092-a4d7-62d5e823bb74,public speaking,negative,5,,,,
356,worried,28-10-2020 07:37,video,a2e93b29-9259-4092-a4d7-62d5e823bb74,public speaking,negative,12,,,,
357,interested,21-11-2020 19:53,video,a2e93b29-9259-4092-a4d7-62d5e823bb74,public speaking,positive,30,,,,
358,scared,16-10-2020 22:41,video,a2e93b29-9259-4092-a4d7-62d5e823bb74,public speaking,negative,15,,,,
359,hate,08-01-2021 12:46,video,a2e93b29-9259-4092-a4d7-62d5e823bb74,public speaking,negative,5,,,,
360,want,07-09-2020 06:55,video,a2e93b29-9259-4092-a4d7-62d5e823bb74,public speaking,positive,70,,,,
361,hate,26-01-2021 16:14,video,a2e93b29-9259-4092-a4d7-62d5e823bb74,public speaking,negative,5,,,,
362,worried,15-09-2020 22:47,video,a2e93b29-9259-4092-a4d7-62d5e823bb74,public speaking,negative,12,,,,
363,love,09-11-2020 00:34,video,a2e93b29-9259-4092-a4d7-62d5e823bb74,public speaking,positive,65,,,,
364,like,03-09-2020 13:36,video,a2e93b29-9259-4092-a4d7-62d5e823bb74,public speaking,positive,50,,,,
365,indifferent,01-02-2021 04:49,video,a2e93b29-9259-4092-a4d7-62d5e823bb74,public speaking,neutral,20,,,,
366,want,14-04-2021 18:36,video,a2e93b29-9259-4092-a4d7-62d5e823bb74,public speaking,positive,70,,,,
367,love,12-01-2021 11:57,video,a2e93b29-9259-4092-a4d7-62d5e823bb74,public speaking,positive,65,,,,
368,dislike,02-11-2020 22:53,video,a2e93b29-9259-4092-a4d7-62d5e823bb74,public speaking,negative,10,,,,
369,heart,08-03-2021 00:05,video,a2e93b29-9259-4092-a4d7-62d5e823bb74,public speaking,positive,60,,,,
370,want,14-09-2020 05:11,video,a2e93b29-9259-4092-a4d7-62d5e823bb74,public speaking,positive,70,,,,
371,dislike,28-07-2020 09:50,video,a2e93b29-9259-4092-a4d7-62d5e823bb74,public speaking,negative,10,,,,
372,want,30-06-2020 01:25,video,a2e93b29-9259-4092-a4d7-62d5e823bb74,public speaking,positive,70,,,,
373,adore,26-01-2021 19:53,video,a2e93b29-9259-4092-a4d7-62d5e823bb74,public speaking,positive,72,,,,
374,cherish,30-06-2020 07:10,video,a2e93b29-9259-4092-a4d7-62d5e823bb74,public speaking,positive,70,,,,
375,adore,19-05-2021 16:20,video,a2e93b29-9259-4092-a4d7-62d5e823bb74,public speaking,positive,72,,,,
376,want,11-03-2021 23:55,video,a2e93b29-9259-4092-a4d7-62d5e823bb74,public speaking,positive,70,,,,
377,want,17-10-2020 22:39,video,a2e93b29-9259-4092-a4d7-62d5e823bb74,public speaking,positive,70,,,,
378,adore,12-04-2021 17:12,video,a2e93b29-9259-4092-a4d7-62d5e823bb74,public speaking,positive,72,,,,
379,hate,25-11-2020 01:57,video,a2e93b29-9259-4092-a4d7-62d5e823bb74,public speaking,negative,5,,,,
380,disgust,09-06-2021 09:41,video,a2e93b29-9259-4092-a4d7-62d5e823bb74,public speaking,negative,0,,,,
381,peeking,20-05-2021 17:51,video,a2e93b29-9259-4092-a4d7-62d5e823bb74,public speaking,neutral,35,,,,
382,hate,30-09-2020 18:09,video,a2e93b29-9259-4092-a4d7-62d5e823bb74,public speaking,negative,5,,,,
383,super love,07-10-2020 16:03,video,a2e93b29-9259-4092-a4d7-62d5e823bb74,public speaking,positive,75,,,,
384,scared,07-10-2020 01:24,video,a2e93b29-9259-4092-a4d7-62d5e823bb74,public speaking,negative,15,,,,
385,scared,11-01-2021 16:13,video,a2e93b29-9259-4092-a4d7-62d5e823bb74,public speaking,negative,15,,,,
386,disgust,26-12-2020 06:13,video,a2e93b29-9259-4092-a4d7-62d5e823bb74,public speaking,negative,0,,,,
387,disgust,15-06-2021 17:31,video,a2e93b29-9259-4092-a4d7-62d5e823bb74,public speaking,negative,0,,,,
388,scared,21-05-2021 09:25,video,a2e93b29-9259-4092-a4d7-62d5e823bb74,public speaking,negative,15,,,,
389,intrigued,14-11-2020 15:11,video,a2e93b29-9259-4092-a4d7-62d5e823bb74,public speaking,positive,45,,,,
390,super love,05-05-2021 15:38,video,a2e93b29-9259-4092-a4d7-62d5e823bb74,public speaking,positive,75,,,,
391,interested,17-08-2020 10:08,video,a2e93b29-9259-4092-a4d7-62d5e823bb74,public speaking,positive,30,,,,
392,intrigued,31-12-2020 05:53,video,a2e93b29-9259-4092-a4d7-62d5e823bb74,public speaking,positive,45,,,,
393,disgust,21-11-2020 03:14,video,9b3a6d30-48e8-476c-82be-9031524bd04d,food,negative,0,,,,
394,hate,05-10-2020 18:00,video,9b3a6d30-48e8-476c-82be-9031524bd04d,food,negative,5,,,,
395,cherish,28-05-2021 15:20,video,9b3a6d30-48e8-476c-82be-9031524bd04d,food,positive,70,,,,
396,hate,12-01-2021 12:14,video,9b3a6d30-48e8-476c-82be-9031524bd04d,food,negative,5,,,,
397,scared,20-02-2021 00:07,video,9b3a6d30-48e8-476c-82be-9031524bd04d,food,negative,15,,,,
398,intrigued,14-07-2020 21:01,video,9b3a6d30-48e8-476c-82be-9031524bd04d,food,positive,45,,,,
399,worried,05-06-2021 10:04,video,9b3a6d30-48e8-476c-82be-9031524bd04d,food,negative,12,,,,
400,want,23-03-2021 01:55,video,9b3a6d30-48e8-476c-82be-9031524bd04d,food,positive,70,,,,
401,cherish,18-05-2021 09:52,video,9b3a6d30-48e8-476c-82be-9031524bd04d,food,positive,70,,,,
402,scared,31-08-2020 05:22,video,9b3a6d30-48e8-476c-82be-9031524bd04d,food,negative,15,,,,
403,like,04-06-2021 16:57,video,9b3a6d30-48e8-476c-82be-9031524bd04d,food,positive,50,,,,
404,disgust,01-01-2021 11:23,video,9b3a6d30-48e8-476c-82be-9031524bd04d,food,negative,0,,,,
405,dislike,29-05-2021 04:16,video,9b3a6d30-48e8-476c-82be-9031524bd04d,food,negative,10,,,,
406,interested,18-07-2020 10:43,video,9b3a6d30-48e8-476c-82be-9031524bd04d,food,positive,30,,,,
407,adore,07-11-2020 01:54,video,9b3a6d30-48e8-476c-82be-9031524bd04d,food,positive,72,,,,
408,like,11-08-2020 12:01,video,9b3a6d30-48e8-476c-82be-9031524bd04d,food,positive,50,,,,
409,dislike,24-07-2020 18:23,video,9b3a6d30-48e8-476c-82be-9031524bd04d,food,negative,10,,,,
410,scared,08-10-2020 08:38,video,9b3a6d30-48e8-476c-82be-9031524bd04d,food,negative,15,,,,
411,indifferent,05-02-2021 13:05,video,9b3a6d30-48e8-476c-82be-9031524bd04d,food,neutral,20,,,,
412,indifferent,09-11-2020 03:05,video,9b3a6d30-48e8-476c-82be-9031524bd04d,food,neutral,20,,,,
413,interested,26-07-2020 10:36,video,9b3a6d30-48e8-476c-82be-9031524bd04d,food,positive,30,,,,
414,like,19-05-2021 04:30,video,9b3a6d30-48e8-476c-82be-9031524bd04d,food,positive,50,,,,
415,super love,15-11-2020 22:53,video,9b3a6d30-48e8-476c-82be-9031524bd04d,food,positive,75,,,,
416,worried,04-02-2021 13:45,video,9b3a6d30-48e8-476c-82be-9031524bd04d,food,negative,12,,,,
417,intrigued,01-08-2020 23:38,video,9b3a6d30-48e8-476c-82be-9031524bd04d,food,positive,45,,,,
418,super love,22-09-2020 17:07,video,9b3a6d30-48e8-476c-82be-9031524bd04d,food,positive,75,,,,
419,adore,21-05-2021 12:47,video,850fe90d-47d6-4eb7-b9c8-810afcb99ce9,tennis,positive,72,,,,
420,peeking,25-02-2021 12:05,video,850fe90d-47d6-4eb7-b9c8-810afcb99ce9,tennis,neutral,35,,,,
421,disgust,10-04-2021 09:41,video,850fe90d-47d6-4eb7-b9c8-810afcb99ce9,tennis,negative,0,,,,
422,worried,06-04-2021 19:56,video,850fe90d-47d6-4eb7-b9c8-810afcb99ce9,tennis,negative,12,,,,
423,worried,05-04-2021 16:42,video,850fe90d-47d6-4eb7-b9c8-810afcb99ce9,tennis,negative,12,,,,
424,disgust,14-12-2020 12:53,video,850fe90d-47d6-4eb7-b9c8-810afcb99ce9,tennis,negative,0,,,,
425,heart,06-03-2021 10:03,video,850fe90d-47d6-4eb7-b9c8-810afcb99ce9,tennis,positive,60,,,,
426,hate,12-10-2020 01:42,video,850fe90d-47d6-4eb7-b9c8-810afcb99ce9,tennis,negative,5,,,,
427,like,14-11-2020 10:25,video,850fe90d-47d6-4eb7-b9c8-810afcb99ce9,tennis,positive,50,,,,
428,scared,07-06-2021 12:44,video,850fe90d-47d6-4eb7-b9c8-810afcb99ce9,tennis,negative,15,,,,
429,hate,13-02-2021 13:45,video,850fe90d-47d6-4eb7-b9c8-810afcb99ce9,tennis,negative,5,,,,
430,love,08-05-2021 11:21,video,850fe90d-47d6-4eb7-b9c8-810afcb99ce9,tennis,positive,65,,,,
431,scared,20-11-2020 19:09,video,850fe90d-47d6-4eb7-b9c8-810afcb99ce9,tennis,negative,15,,,,
432,want,18-07-2020 03:52,video,850fe90d-47d6-4eb7-b9c8-810afcb99ce9,tennis,positive,70,,,,
433,love,27-08-2020 15:23,video,850fe90d-47d6-4eb7-b9c8-810afcb99ce9,tennis,positive,65,,,,
434,dislike,29-09-2020 02:49,video,850fe90d-47d6-4eb7-b9c8-810afcb99ce9,tennis,negative,10,,,,
435,like,17-08-2020 14:29,video,850fe90d-47d6-4eb7-b9c8-810afcb99ce9,tennis,positive,50,,,,
436,want,16-08-2020 17:45,video,850fe90d-47d6-4eb7-b9c8-810afcb99ce9,tennis,positive,70,,,,
437,like,06-07-2020 00:08,video,850fe90d-47d6-4eb7-b9c8-810afcb99ce9,tennis,positive,50,,,,
438,heart,22-07-2020 01:15,video,850fe90d-47d6-4eb7-b9c8-810afcb99ce9,tennis,positive,60,,,,
439,scared,16-05-2021 13:24,video,850fe90d-47d6-4eb7-b9c8-810afcb99ce9,tennis,negative,15,,,,
440,love,20-05-2021 22:09,video,850fe90d-47d6-4eb7-b9c8-810afcb99ce9,tennis,positive,65,,,,
441,hate,11-02-2021 08:54,video,850fe90d-47d6-4eb7-b9c8-810afcb99ce9,tennis,negative,5,,,,
442,intrigued,03-08-2020 17:58,video,850fe90d-47d6-4eb7-b9c8-810afcb99ce9,tennis,positive,45,,,,
443,want,18-09-2020 16:29,video,850fe90d-47d6-4eb7-b9c8-810afcb99ce9,tennis,positive,70,,,,
444,hate,27-03-2021 08:58,video,850fe90d-47d6-4eb7-b9c8-810afcb99ce9,tennis,negative,5,,,,
445,dislike,13-07-2020 21:02,video,850fe90d-47d6-4eb7-b9c8-810afcb99ce9,tennis,negative,10,,,,
446,super love,19-01-2021 03:07,video,850fe90d-47d6-4eb7-b9c8-810afcb99ce9,tennis,positive,75,,,,
447,want,30-04-2021 06:11,video,850fe90d-47d6-4eb7-b9c8-810afcb99ce9,tennis,positive,70,,,,
448,like,04-04-2021 01:34,video,850fe90d-47d6-4eb7-b9c8-810afcb99ce9,tennis,positive,50,,,,
449,indifferent,03-02-2021 18:41,video,850fe90d-47d6-4eb7-b9c8-810afcb99ce9,tennis,neutral,20,,,,
450,disgust,06-10-2020 10:20,video,850fe90d-47d6-4eb7-b9c8-810afcb99ce9,tennis,negative,0,,,,
451,interested,07-11-2020 17:59,video,850fe90d-47d6-4eb7-b9c8-810afcb99ce9,tennis,positive,30,,,,
452,dislike,22-12-2020 01:07,video,850fe90d-47d6-4eb7-b9c8-810afcb99ce9,tennis,negative,10,,,,
453,indifferent,20-03-2021 14:45,video,850fe90d-47d6-4eb7-b9c8-810afcb99ce9,tennis,neutral,20,,,,
454,intrigued,14-08-2020 09:02,video,850fe90d-47d6-4eb7-b9c8-810afcb99ce9,tennis,positive,45,,,,
455,intrigued,20-09-2020 19:55,video,850fe90d-47d6-4eb7-b9c8-810afcb99ce9,tennis,positive,45,,,,
456,scared,20-12-2020 16:12,video,850fe90d-47d6-4eb7-b9c8-810afcb99ce9,tennis,negative,15,,,,
457,adore,08-05-2021 18:54,video,850fe90d-47d6-4eb7-b9c8-810afcb99ce9,tennis,positive,72,,,,
458,peeking,23-10-2020 18:02,video,850fe90d-47d6-4eb7-b9c8-810afcb99ce9,tennis,neutral,35,,,,
459,disgust,27-08-2020 15:08,video,850fe90d-47d6-4eb7-b9c8-810afcb99ce9,tennis,negative,0,,,,
460,cherish,23-05-2021 04:59,video,850fe90d-47d6-4eb7-b9c8-810afcb99ce9,tennis,positive,70,,,,
461,love,27-11-2020 02:50,video,850fe90d-47d6-4eb7-b9c8-810afcb99ce9,tennis,positive,65,,,,
